"carat","cut","color","clarity","depth","table","price","x","y","z"
1.16,"Ideal","E","SI2",61.9,55,5991,6.71,6.77,4.17
2,"Premium","G","SI2",61.7,60,11355,7.95,7.9,4.89
0.59,"Fair","F","VS2",64.4,56,2443,5.31,5.28,3.41
0.57,"Premium","D","VS2",60.8,59,1918,5.34,5.38,3.26
1.2,"Very Good","G","SI2",62.5,57,5250,6.73,6.84,4.24
2.1,"Ideal","I","SI1",60.8,60,17250,8.24,8.35,5.04
1.13,"Ideal","F","I1",61.2,56,3366,6.76,6.71,4.12
0.32,"Premium","G","VS2",59.8,59,561,4.48,4.52,2.69
0.4,"Very Good","D","SI2",63.4,56,855,4.73,4.67,2.98
0.33,"Premium","F","VS2",62.1,59,666,4.4,4.45,2.75
0.7,"Very Good","F","SI2",62.3,58,2070,5.65,5.71,3.54
1.01,"Premium","H","VS2",61.3,59,5166,6.41,6.45,3.94
0.32,"Ideal","D","VS2",62.7,54,972,4.38,4.36,2.74
0.3,"Very Good","G","VVS1",63.5,57,1013,4.27,4.24,2.7
1.05,"Very Good","G","SI1",59.1,57,4429,6.63,6.73,3.95
0.71,"Ideal","F","VS2",61.2,56,2917,5.77,5.73,3.52
1.01,"Good","F","VS2",61.7,58,6288,6.3,6.34,3.9
1.51,"Premium","F","SI1",63,58,11957,7.32,7.28,4.6
0.47,"Ideal","E","VS1",61.8,53,1721,4.99,5.04,3.1
0.33,"Premium","G","VS1",60.3,58,621,4.5,4.52,2.72
1.08,"Premium","F","VS2",62.1,59,7637,6.59,6.54,4.08
0.75,"Good","F","I1",64,59,1013,5.78,5.62,3.66
0.3,"Ideal","F","VVS1",61.6,57,1041,4.33,4.34,2.67
0.7,"Ideal","D","VS1",62.9,57,3229,5.67,5.61,3.55
0.9,"Good","J","VS2",64.1,56,2691,6.12,6.08,3.91
1.03,"Good","D","SI1",57.7,62,5526,6.63,6.65,3.83
1,"Ideal","F","SI2",62.4,57,5798,6.37,6.42,3.99
0.31,"Very Good","G","IF",61.6,54,891,4.4,4.43,2.72
0.7,"Ideal","E","SI1",61.6,57,2846,5.71,5.76,3.53
0.34,"Ideal","E","VVS2",60.9,56,838,4.52,4.54,2.76
0.91,"Very Good","E","SI2",62.4,58,3936,6.11,6.14,3.82
0.32,"Ideal","E","VS2",62.1,55,702,4.39,4.43,2.74
0.9,"Very Good","G","SI2",63.3,59,3107,6.12,6.07,3.86
0.32,"Ideal","I","SI1",62.4,57,432,4.35,4.37,2.72
0.9,"Very Good","E","SI1",62.3,61,3868,6.12,6.17,3.83
0.72,"Premium","G","SI2",62.6,60,2115,5.7,5.65,3.55
0.33,"Ideal","F","VVS2",61.1,55,824,4.46,4.48,2.73
0.4,"Very Good","D","VS1",63.1,55,967,4.7,4.74,2.98
0.42,"Premium","H","SI1",59.5,57,898,5.11,4.78,2.94
0.57,"Very Good","D","VS2",62.5,59,1748,5.28,5.32,3.31
1,"Very Good","D","VVS2",61.7,58,10113,6.37,6.41,3.94
0.7,"Ideal","F","VS2",61.4,58,3011,5.7,5.73,3.51
1.15,"Ideal","I","SI1",62.3,57,4925,6.74,6.67,4.18
0.77,"Premium","J","VS1",62.2,61,2005,5.85,5.82,3.63
0.31,"Very Good","E","VVS2",61.1,55,766,4.39,4.41,2.69
0.28,"Very Good","E","VS1",60.9,59,487,4.19,4.22,2.56
0.9,"Ideal","H","VS1",60.9,57,4201,6.2,6.24,3.79
0.4,"Very Good","E","SI1",63.2,58,882,4.7,4.66,2.96
1.5,"Premium","H","SI2",62.3,60,8490,7.22,7.3,4.52
0.92,"Very Good","G","VVS2",62.3,57,5183,6.19,6.27,3.88
1.24,"Ideal","H","VVS2",62,56,8069,6.92,6.86,4.27
0.45,"Ideal","F","SI2",62.5,57,996,4.9,4.86,3.05
0.7,"Fair","F","SI2",66.4,56,1564,5.51,5.42,3.63
1,"Premium","G","VS1",62.4,60,6377,6.39,6.37,3.98
0.57,"Very Good","I","SI2",62.1,57,1000,5.29,5.33,3.3
0.31,"Ideal","D","VS1",61.6,55,713,4.3,4.33,2.66
0.32,"Ideal","D","SI1",61.3,55,589,4.39,4.42,2.7
0.51,"Very Good","H","SI1",61.2,55,1008,5.19,5.21,3.18
0.81,"Fair","F","SI2",68.8,79,2301,5.26,5.2,3.58
0.32,"Ideal","G","VS2",60.3,57,720,4.46,4.43,2.68
1.11,"Ideal","G","SI2",60.5,56,4755,6.71,6.67,4.05
0.9,"Very Good","E","VS1",60.7,61,5102,6.21,6.24,3.78
1.01,"Very Good","G","VS1",59.3,57,7451,6.55,6.6,3.9
0.32,"Premium","G","SI1",62.6,58,477,4.31,4.35,2.71
0.31,"Ideal","D","SI2",62.3,56,462,4.35,4.38,2.72
0.54,"Premium","E","SI1",60.2,58,1361,5.27,5.3,3.18
0.32,"Ideal","I","SI1",60.7,57,554,4.47,4.42,2.7
1.01,"Very Good","E","SI2",59.6,61,4355,6.56,6.59,3.92
0.3,"Premium","E","SI1",62.7,60,675,4.28,4.24,2.67
1.21,"Premium","H","IF",62.2,58,8294,6.8,6.83,4.24
0.3,"Ideal","E","VS2",61.8,57,603,4.28,4.3,2.65
0.4,"Very Good","F","VVS2",62,56,1049,4.71,4.74,2.93
1.2,"Premium","H","SI2",62.4,61,5040,6.81,6.78,4.24
0.72,"Ideal","G","VS2",62.7,56,2578,5.72,5.76,3.6
0.78,"Very Good","G","VS2",61.3,60,3012,5.89,5.96,3.63
0.72,"Ideal","E","VS2",60.8,57,3091,5.79,5.82,3.53
1.58,"Premium","D","SI1",62.7,60,13995,7.41,7.37,4.63
1.24,"Ideal","H","SI2",62,56,5797,6.87,6.9,4.27
1.01,"Premium","D","SI2",62.6,60,4338,6.4,6.37,4
0.51,"Ideal","J","VS2",62.5,57,1080,5.04,5.08,3.16
0.23,"Ideal","H","VS2",62.3,53,512,3.96,3.99,2.48
0.81,"Very Good","G","SI2",62.7,56,2649,5.91,5.96,3.72
0.33,"Ideal","G","VS1",62.1,54,666,4.42,4.47,2.76
1.08,"Ideal","G","VS1",61,56,7553,6.62,6.65,4.05
0.7,"Premium","H","VVS2",62.1,58,2536,5.71,5.66,3.53
0.4,"Ideal","G","SI1",62.6,55,1020,4.71,4.69,2.93
0.77,"Premium","E","SI2",59.8,56,2723,6.01,5.96,3.58
1.7,"Very Good","E","SI2",63.3,57,12030,7.59,7.51,4.78
0.71,"Ideal","I","VVS2",62,54,2387,5.72,5.76,3.56
0.37,"Premium","E","VS2",61.5,58,811,4.61,4.66,2.85
0.3,"Good","H","VS1",63.2,58,491,4.22,4.26,2.68
0.5,"Good","F","VS2",63.8,55,1436,5.03,5.06,3.22
0.31,"Ideal","I","VS1",61.7,54.6,502,4.38,4.39,2.71
0.24,"Very Good","E","VVS1",60.4,62,485,3.99,4.02,2.42
0.74,"Ideal","F","VVS2",61.7,57,4157,5.79,5.84,3.59
0.35,"Ideal","D","SI1",62.3,55,827,4.56,4.52,2.83
0.4,"Very Good","E","SI1",62.8,59,707,4.67,4.7,2.94
0.38,"Good","G","VS2",58.8,62,771,4.68,4.71,2.76
0.71,"Good","F","SI1",64.3,57,2125,5.62,5.55,3.59
1.18,"Ideal","D","I1",61.5,62,3886,6.88,6.73,4.19
1.61,"Premium","F","VS2",62.3,59,15426,7.53,7.47,4.67
0.3,"Ideal","E","IF",61.2,58,957,4.31,4.38,2.66
0.31,"Very Good","G","VVS1",63.5,57,1046,4.33,4.3,2.74
0.27,"Premium","E","VVS2",59,59,799,4.27,4.24,2.51
0.55,"Good","H","SI1",63.6,55,1175,5.18,5.23,3.31
0.31,"Ideal","E","VVS1",59.8,60,725,4.38,4.42,2.63
1.01,"Premium","I","SI1",59.9,59,4129,6.46,6.42,3.86
1.21,"Ideal","F","VVS1",59.8,60,12230,6.95,6.89,4.14
1.03,"Very Good","D","SI1",60.5,61,5313,6.43,6.47,3.9
0.63,"Premium","E","VS1",60.5,57,3675,5.58,5.53,3.36
0.81,"Very Good","E","SI1",63.8,58,2972,5.85,5.97,3.77
1.51,"Very Good","E","VS1",63.2,58,14904,7.24,7.16,4.55
0.41,"Premium","D","SI2",61.9,58,876,4.73,4.71,2.92
0.3,"Fair","D","IF",60.5,57,1208,4.47,4.35,2.67
0.71,"Premium","E","SI2",60.4,61,2096,5.79,5.77,3.49
1.2,"Very Good","F","SI2",62.2,62,5247,6.7,6.77,4.19
0.38,"Ideal","I","VVS2",62,55,836,4.65,4.67,2.89
0.93,"Premium","G","SI2",61.4,56,3019,6.27,6.23,3.84
0.33,"Premium","F","VS2",60.8,58,666,4.44,4.47,2.71
0.57,"Very Good","F","VVS2",63.2,56,1902,5.28,5.32,3.35
0.32,"Ideal","F","VS1",61.3,55,676,4.43,4.46,2.72
1.24,"Ideal","J","VS2",62.8,56,5451,6.83,6.8,4.28
0.75,"Ideal","J","SI2",60.8,57,1944,5.91,5.87,3.58
0.53,"Very Good","J","VS2",63.3,56,1122,5.18,5.12,3.26
1.01,"Premium","G","SI1",60.2,60,4805,6.45,6.43,3.88
0.32,"Premium","E","VVS2",61.1,58,842,4.42,4.45,2.71
1.52,"Premium","D","SI2",62.4,59,6810,7.36,7.29,4.57
0.51,"Good","G","VS2",63.9,56,1443,5.1,5.07,3.25
0.52,"Ideal","G","VS1",61.8,55,1689,5.17,5.21,3.21
1.52,"Premium","D","SI2",61.4,54,10308,7.51,7.43,4.59
0.4,"Very Good","H","SI1",62.1,62,666,4.7,4.73,2.93
1.08,"Premium","F","VS2",62.8,59,7079,6.55,6.47,4.09
1.34,"Premium","H","SI1",62.4,57,6814,7.07,6.96,4.38
0.46,"Ideal","G","IF",60.9,57,1560,4.98,5.01,3.04
0.3,"Premium","H","VS1",62.3,58,675,4.28,4.26,2.66
0.51,"Good","E","VS2",63.6,54,1662,5.09,5.06,3.23
1,"Very Good","F","VS1",58.4,63,6098,6.58,6.47,3.81
0.32,"Ideal","H","VVS1",61.6,54.9,681,4.4,4.43,2.72
0.42,"Ideal","G","VVS1",61.7,55,1235,4.84,4.78,2.97
1.52,"Premium","G","VVS2",62.9,59,15404,7.29,7.25,4.57
0.38,"Ideal","E","VS2",61.9,57,963,4.66,4.61,2.87
0.41,"Premium","E","SI1",61.2,59,904,4.82,4.78,2.94
0.71,"Ideal","F","VS1",62.6,55,2920,5.71,5.67,3.56
0.97,"Ideal","D","SI1",62.8,56,5028,6.24,6.3,3.94
1.01,"Very Good","E","SI1",61.1,57,5339,6.43,6.46,3.94
0.42,"Very Good","E","SI1",62.7,57,773,4.77,4.83,3.01
0.76,"Ideal","D","VS2",61.8,55,3401,5.85,5.89,3.63
1.11,"Ideal","F","SI2",62,57,4227,6.67,6.64,4.13
0.54,"Ideal","G","VS1",60.6,56,1957,5.28,5.31,3.21
1.63,"Ideal","F","I1",62,55.1,7100,7.5,7.57,4.68
0.43,"Good","J","SI2",63.7,57,629,4.79,4.76,3.04
0.72,"Good","I","VS2",63.3,59,2068,5.62,5.66,3.57
0.43,"Premium","G","VS1",61.8,59,943,4.83,4.88,3
0.47,"Ideal","D","VVS1",61.9,54,2378,4.98,5,3.09
0.61,"Ideal","G","VS2",61.6,55,2286,5.46,5.48,3.37
0.24,"Very Good","D","VVS1",59.2,59,478,4.04,4.1,2.41
0.91,"Very Good","F","SI2",61.2,59,3688,6.2,6.22,3.8
0.3,"Premium","H","VVS2",60.6,58,776,4.35,4.33,2.63
0.35,"Premium","E","SI1",61.2,58,614,4.53,4.59,2.79
0.4,"Premium","D","VVS2",62.2,54,1323,4.77,4.75,2.96
0.76,"Premium","E","VS2",60.1,59,3192,6.01,5.97,3.6
0.32,"Very Good","E","SI1",60.4,61,524,4.39,4.42,2.66
0.32,"Ideal","H","SI1",61,56,479,4.4,4.42,2.69
1,"Premium","H","VS2",62.4,59,5404,6.75,6.72,4.2
0.7,"Ideal","E","SI2",62.5,54,2283,5.68,5.71,3.56
0.43,"Ideal","E","SI2",61.9,57,716,4.83,4.86,3
0.93,"Good","H","VS1",59.1,64,3500,6.36,6.27,3.73
0.3,"Very Good","I","SI1",63.5,57,506,4.26,4.24,2.7
1.23,"Very Good","H","SI1",62.3,58,6542,6.79,6.83,4.24
1.5,"Very Good","D","VS1",61.2,63,16407,7.28,7.32,4.47
0.38,"Ideal","G","VVS2",60.7,57,873,4.7,4.73,2.86
0.31,"Premium","G","VS2",61.2,58,544,4.32,4.37,2.66
0.4,"Ideal","G","VVS1",61.6,57,1200,4.76,4.75,2.93
0.9,"Premium","E","SI1",60.3,56,4209,6.29,6.21,3.77
0.23,"Very Good","E","VVS2",61.9,60,505,3.93,3.96,2.44
0.73,"Very Good","H","VS1",61.4,58,2557,5.75,5.85,3.56
0.38,"Good","F","VS2",60.3,61,719,4.68,4.71,2.83
0.54,"Premium","E","VS2",60,58,1709,5.34,5.29,3.19
0.31,"Very Good","D","SI1",63.4,55,732,4.3,4.28,2.72
1.02,"Premium","H","SI2",61.1,61,4113,6.51,6.48,3.97
0.53,"Ideal","D","VS2",62.3,56,1857,5.14,5.17,3.21
0.3,"Fair","E","VS1",56.3,62,640,4.47,4.49,2.52
0.54,"Ideal","H","VS1",62.7,57,1637,5.23,5.17,3.26
0.71,"Ideal","D","VS2",63,56,3245,5.69,5.65,3.58
0.71,"Good","I","VS2",64,59,1840,5.61,5.55,3.57
2.58,"Fair","F","SI2",65.2,59,12500,8.58,8.51,5.57
0.34,"Premium","G","VS2",61.3,58,765,4.53,4.51,2.77
1.07,"Very Good","G","VS1",60.9,55,6998,6.6,6.64,4.03
1,"Premium","E","VS2",61.8,59,6600,6.38,6.41,3.95
1.01,"Premium","D","VVS2",61.6,58,10797,6.44,6.39,3.95
0.71,"Ideal","H","SI1",62.1,57,2313,5.68,5.73,3.54
0.52,"Ideal","D","SI1",62.7,56,1720,5.17,5.14,3.23
0.51,"Ideal","F","VS2",61.4,56,1569,5.13,5.16,3.16
0.36,"Ideal","I","VS1",60.5,57,568,4.56,4.59,2.77
0.51,"Very Good","E","VVS1",62.2,60,2579,5.08,5.12,3.17
0.4,"Ideal","E","SI1",62.2,55,737,4.71,4.75,2.94
0.9,"Good","D","SI2",63.9,60,3153,6.07,6.11,3.89
0.51,"Ideal","F","VS2",61.9,55,1591,5.11,5.15,3.18
1.21,"Premium","G","SI2",60.3,58,5529,6.96,6.9,4.18
0.9,"Ideal","G","VVS2",61.9,56,5242,6.22,6.15,3.83
0.65,"Very Good","D","VS1",60.8,57.2,2752,5.55,5.63,3.4
1.01,"Premium","G","SI1",62.8,59,4605,6.43,6.34,4.01
1.01,"Premium","G","SI1",60,58,4805,6.55,6.51,3.92
2.03,"Very Good","J","SI2",61.7,61,11968,8.04,8.18,5
1.21,"Premium","H","VS2",61.5,58,6710,6.82,6.78,4.18
0.42,"Ideal","G","VVS1",61.1,56,1235,4.87,4.82,2.96
1.03,"Premium","H","SI1",62.2,60,4932,6.43,6.4,3.99
1.1,"Very Good","F","VS2",62,59,6708,6.56,6.6,4.08
0.6,"Premium","G","SI1",61.9,61,1646,5.38,5.34,3.32
0.9,"Ideal","I","VS2",62,53,4157,6.17,6.23,3.85
1.05,"Ideal","H","SI2",61.9,56,4504,6.49,6.56,4.04
0.96,"Fair","H","I1",69.2,56,1739,5.97,5.83,4.08
0.54,"Ideal","G","VVS1",62.2,56,2080,5.18,5.23,3.24
0.98,"Good","H","SI2",57.9,56,2898,6.51,6.47,3.76
1.16,"Ideal","D","VS2",62.1,57,8185,6.73,6.7,4.17
0.77,"Very Good","F","VS1",62.8,58,3350,5.79,5.86,3.66
0.5,"Fair","H","VS2",65.1,59,1175,5.02,5.06,3.28
0.41,"Ideal","G","VVS1",62.1,54,1084,4.79,4.84,2.99
1.05,"Ideal","F","SI1",62,55,5557,6.54,6.5,4.04
0.4,"Premium","G","VS2",60.4,58,753,4.75,4.78,2.88
1.01,"Very Good","D","SI2",59.1,63,3671,6.59,6.54,3.88
1.2,"Very Good","H","I1",63.1,60,2850,6.75,6.67,4.23
0.41,"Ideal","G","SI1",61.6,57,1110,4.77,4.81,2.95
0.33,"Ideal","G","SI2",61.2,56,463,4.48,4.51,2.75
0.57,"Good","D","SI2",63.8,57,1262,5.24,5.26,3.35
0.73,"Very Good","E","SI1",63.2,58,2821,5.76,5.7,3.62
0.7,"Premium","F","VVS2",58.7,60,3062,5.8,5.75,3.39
0.3,"Very Good","H","VVS2",60.8,58,605,4.34,4.37,2.65
1.13,"Premium","G","VS2",61.9,58,7151,6.7,6.67,4.14
0.33,"Premium","I","VS1",61.6,60,668,4.45,4.42,2.73
1.01,"Ideal","E","VVS2",60,55,9310,6.56,6.6,3.95
0.81,"Ideal","E","SI1",62.3,57,3404,5.95,5.99,3.72
1.57,"Ideal","I","VS2",62.7,56,10278,7.36,7.4,4.63
0.33,"Premium","D","VVS1",61.8,58,1207,4.43,4.4,2.73
0.37,"Ideal","E","SI1",61.4,56,606,4.6,4.65,2.84
0.4,"Ideal","F","VVS1",61.9,55,1168,4.75,4.78,2.95
0.28,"Ideal","H","IF",63,55,586,4.14,4.19,2.62
0.7,"Premium","G","SI1",62.8,58,2352,5.66,5.62,3.54
0.41,"Premium","F","VS1",62.7,58,1076,4.77,4.74,2.98
0.42,"Very Good","E","VS1",62.1,55,1105,4.81,4.85,3
1.24,"Premium","F","SI1",61.6,59,6874,6.86,6.9,4.24
1.01,"Premium","D","IF",61.6,56,16234,6.46,6.43,3.97
1.21,"Ideal","G","VVS1",61.4,58,10483,6.85,6.89,4.22
0.45,"Ideal","G","SI1",62,54,852,4.95,4.98,3.08
0.7,"Good","I","SI1",58.2,61,2028,5.8,5.84,3.39
0.34,"Ideal","H","IF",61.7,56,863,4.5,4.51,2.78
0.37,"Premium","D","VS1",61.9,58,1006,4.62,4.56,2.84
0.76,"Ideal","G","VS1",61.3,54,3648,5.88,5.94,3.62
1.23,"Premium","J","VS1",60.1,60,5304,6.95,6.9,4.16
0.7,"Very Good","F","VS1",61.8,59,2895,5.66,5.76,3.53
0.41,"Very Good","J","VS1",60.8,61,647,4.72,4.79,2.89
0.31,"Very Good","G","SI2",63.2,55,523,4.33,4.31,2.73
0.42,"Ideal","H","VS1",61.2,57,1048,4.87,4.8,2.96
2.14,"Premium","I","VS2",62.3,58,17416,8.22,8.16,5.1
0.74,"Very Good","J","VS2",60.8,58,2003,5.79,5.85,3.54
0.4,"Very Good","F","SI1",61.5,60,707,4.77,4.7,2.91
0.61,"Ideal","D","VVS2",62.4,58,3036,5.38,5.42,3.37
0.9,"Premium","D","SI1",62.1,60,3812,6.2,6.14,3.83
0.25,"Very Good","F","VVS1",61.8,55,633,4.06,4.09,2.52
0.41,"Ideal","F","VS2",61.8,57,1107,4.78,4.73,2.94
0.31,"Very Good","I","VVS1",62.2,60,571,4.3,4.32,2.68
0.53,"Ideal","G","VVS2",62.6,56,1914,5.19,5.16,3.24
0.71,"Very Good","I","VS2",61.1,60,2384,5.72,5.77,3.51
0.53,"Very Good","F","SI1",61.7,55,1370,5.22,5.24,3.23
0.3,"Very Good","H","VVS1",63.3,59,878,4.28,4.22,2.69
0.79,"Ideal","D","SI1",61.5,56,2896,5.91,5.96,3.65
0.72,"Ideal","I","VS2",62.2,56,2511,5.69,5.75,3.56
0.7,"Very Good","I","VS1",62.4,59,2274,5.55,5.64,3.49
1.51,"Ideal","I","SI1",61.1,59,8342,7.4,7.37,4.51
0.7,"Good","G","SI1",64,55,2016,5.62,5.59,3.59
0.4,"Very Good","I","VVS1",60.8,58,849,4.75,4.83,2.91
0.41,"Premium","H","SI1",61.7,60,876,4.75,4.71,2.92
0.53,"Ideal","D","VVS1",62,57,2732,5.16,5.2,3.21
1,"Very Good","F","SI1",63.3,58,5528,6.28,6.39,4.01
1.5,"Ideal","H","VVS1",61.2,57,14304,7.34,7.4,4.51
1.03,"Very Good","F","SI2",61.4,57,4503,6.53,6.6,4.03
0.31,"Premium","G","VVS2",60,62,907,4.44,4.4,2.65
2.16,"Premium","I","SI1",62.9,55,17313,8.28,8.2,5.18
1.52,"Premium","F","VS2",60.5,58,13389,7.49,7.53,4.54
1.05,"Premium","G","SI2",61.3,58,4318,6.6,6.55,4.03
0.32,"Ideal","I","SI2",61.9,56,391,4.38,4.41,2.72
0.58,"Ideal","E","SI1",61.6,55,1636,5.33,5.38,3.3
0.55,"Ideal","E","SI1",61.7,56,1668,5.29,5.24,3.25
0.7,"Ideal","H","VS1",61.7,55,3004,5.69,5.72,3.52
0.27,"Ideal","F","VS1",61.7,57,577,4.15,4.18,2.57
0.3,"Ideal","H","VVS2",62.2,57,776,4.29,4.26,2.66
0.77,"Ideal","F","VS1",61.9,54,3750,5.91,5.94,3.66
0.25,"Premium","F","VS1",61.2,59,558,4.05,4.02,2.47
0.73,"Very Good","E","SI1",57.7,61,2844,5.92,5.96,3.43
1.1,"Premium","E","SI1",62.9,58,5773,6.62,6.55,4.14
0.4,"Very Good","H","SI1",62.6,58,666,4.68,4.72,2.94
0.52,"Very Good","G","SI1",63.1,58,1343,5.11,5.13,3.23
1.2,"Premium","I","SI1",61.7,56,4872,6.82,6.76,4.19
0.35,"Premium","G","VVS1",61.8,57,1103,4.53,4.5,2.79
0.45,"Premium","E","SI1",62.8,58,1091,4.88,4.84,3.05
1.01,"Ideal","E","I1",62,57,3450,6.41,6.37,3.96
0.31,"Premium","I","VS2",62.3,60,558,4.32,4.31,2.69
0.71,"Premium","F","VVS1",58.1,58,3347,5.92,5.88,3.43
2.66,"Good","H","SI2",63.8,57,16239,8.71,8.65,5.54
2,"Premium","H","SI2",62.7,58,12168,8.06,8.01,5.04
0.33,"Ideal","E","VS2",62,56,723,4.46,4.48,2.77
1.01,"Very Good","J","SI1",62.2,57,4295,6.35,6.39,3.96
0.3,"Ideal","I","VS2",62.4,55,407,4.32,4.34,2.7
0.35,"Ideal","F","SI1",61.5,54,552,4.54,4.6,2.81
0.79,"Premium","D","SI2",60,60,2853,6.07,6.03,3.63
0.9,"Premium","H","VS1",62.4,58,4234,6.19,6.15,3.85
0.44,"Ideal","H","SI2",62.3,54,654,4.89,4.93,3.06
0.71,"Very Good","G","VS2",63.1,58,2515,5.69,5.6,3.56
0.8,"Ideal","H","VS1",62.6,55,3296,5.9,5.93,3.7
1.29,"Premium","I","SI1",62.2,58,6140,7.03,6.96,4.35
0.83,"Ideal","D","SI1",61.3,56,3990,6.04,6.06,3.71
0.3,"Premium","G","SI1",61.6,59,574,4.28,4.26,2.63
1.01,"Ideal","D","SI1",61.2,57,5543,6.47,6.44,3.95
0.32,"Ideal","E","VVS2",62.3,56,1080,4.4,4.37,2.73
0.32,"Ideal","F","VVS1",61.1,56,827,4.42,4.45,2.71
1.35,"Ideal","J","VS2",61.8,54,6754,7.1,7.14,4.4
0.9,"Very Good","H","SI1",61,59,3447,6.11,6.16,3.74
1.52,"Premium","D","SI2",59.2,62,10291,7.51,7.46,4.43
0.78,"Ideal","D","VS1",62.1,55,4336,5.9,5.95,3.68
0.52,"Very Good","G","SI1",59.4,60,1267,5.23,5.28,3.12
0.9,"Ideal","I","SI1",60.8,57,3308,6.22,6.25,3.79
0.61,"Ideal","D","VS2",62,56,2202,5.43,5.48,3.38
1.02,"Very Good","D","VS2",59.8,61,6785,6.54,6.61,3.93
1.66,"Premium","G","SI2",59.1,58,10030,7.77,7.69,4.57
0.71,"Ideal","I","VS1",62,58,2266,5.75,5.72,3.55
0.36,"Ideal","E","VS2",61.7,57,684,4.55,4.59,2.82
0.51,"Very Good","E","SI1",62.8,61,1343,5.06,5.07,3.18
0.39,"Premium","D","VVS2",61.1,60,1232,4.66,4.7,2.86
2.01,"Premium","E","SI2",62.6,58,14502,8.01,7.93,4.99
1.56,"Very Good","H","SI2",59.9,59,8317,7.47,7.52,4.49
0.52,"Good","D","SI1",63.7,55,1605,5.12,5.09,3.25
0.98,"Ideal","G","SI2",62.9,57,4116,6.33,6.29,3.97
1.04,"Premium","G","VS2",60.1,59,6589,6.56,6.59,3.95
0.5,"Premium","G","SI2",62,59,1031,5.1,5.03,3.14
0.31,"Ideal","F","IF",61.7,56,901,4.34,4.38,2.69
0.74,"Ideal","H","VVS1",62.5,55,3287,5.76,5.79,3.61
0.74,"Very Good","H","VS2",62.9,57,2451,5.73,5.78,3.62
1.33,"Ideal","I","SI1",61.6,57,7526,7.06,7.1,4.36
1.24,"Very Good","I","SI2",61.6,59,5497,6.87,6.9,4.24
1.02,"Premium","G","VS2",62.5,58,6301,6.41,6.46,4.02
0.51,"Ideal","E","SI1",62.4,55,1343,5.09,5.14,3.19
1.52,"Premium","J","SI1",60.4,59,5618,7.44,7.39,4.48
0.57,"Ideal","E","SI2",62.1,55,1244,5.34,5.36,3.32
0.63,"Premium","E","VVS1",60.9,60,2765,5.52,5.55,3.37
1.35,"Very Good","I","SI2",58.6,63,5579,7.28,7.19,4.24
1.51,"Premium","J","SI2",59.7,62,5327,7.46,7.42,4.44
0.8,"Very Good","F","VS1",63.8,55,3603,5.84,5.89,3.74
0.52,"Premium","G","SI2",58.8,62,1196,5.31,5.3,3.12
1.82,"Ideal","F","SI1",61.8,58,15802,7.8,7.84,4.83
1.05,"Ideal","D","SI1",62.8,57,5914,6.46,6.48,4.06
0.51,"Premium","E","SI1",62.3,58,1546,5.12,5.05,3.17
1.2,"Good","I","SI1",63.9,56,5211,6.62,6.69,4.25
0.31,"Ideal","H","SI1",62,53.9,491,4.35,4.39,2.7
0.55,"Very Good","G","VS1",62.8,57,1743,5.2,5.21,3.27
0.71,"Ideal","D","SI1",60.8,56,2863,5.8,5.77,3.52
0.91,"Good","G","VVS2",64.1,58,4464,6.1,6.06,3.9
0.7,"Premium","D","VS2",62.4,56,2859,5.72,5.66,3.55
1.97,"Premium","F","SI2",61.1,58,14410,8.05,8.11,4.94
2.28,"Premium","H","SI2",62.5,58,15413,8.39,8.33,5.23
0.31,"Premium","H","IF",61,58,816,4.34,4.38,2.66
0.41,"Ideal","G","VS2",61.4,54,1061,4.84,4.77,2.95
0.5,"Premium","E","SI1",62.6,56,1314,5.07,5.06,3.17
0.32,"Very Good","G","SI2",62.4,59,421,4.35,4.4,2.73
0.54,"Ideal","G","VS1",61.8,56,1724,5.21,5.26,3.24
0.77,"Premium","F","SI2",62.2,58,2282,5.9,5.85,3.66
0.33,"Premium","I","SI1",61.3,59,445,4.46,4.51,2.75
0.55,"Ideal","H","VS2",62.5,54,1402,5.24,5.29,3.29
1.31,"Ideal","H","VS1",61.5,55,8583,7.05,7.02,4.33
0.72,"Ideal","H","SI1",58.9,56,2398,5.91,5.88,3.47
0.31,"Ideal","H","VVS1",62,54.2,660,4.35,4.39,2.71
0.74,"Very Good","D","SI2",62.2,59,2713,5.75,5.79,3.59
0.91,"Premium","E","SI1",62.4,57,4138,6.23,6.11,3.85
0.4,"Good","D","SI2",63.9,53,622,4.68,4.71,3
2.01,"Very Good","H","SI2",63.4,60,11780,7.97,7.89,5.03
0.3,"Ideal","G","VVS2",62.3,57,665,4.29,4.32,2.68
0.74,"Ideal","E","VS1",62.2,55,3888,5.79,5.82,3.61
1.29,"Ideal","F","SI2",60.7,58,6762,7,7.07,4.27
0.32,"Ideal","F","VVS1",62.3,55,854,4.37,4.4,2.73
0.31,"Good","I","VS1",63.9,55,586,4.3,4.28,2.74
0.55,"Premium","E","VS2",60.5,58,1786,5.26,5.32,3.2
0.64,"Fair","F","VS2",57,62.5,2063,5.67,5.78,3.26
1.5,"Ideal","D","SI1",60.3,57,12206,7.37,7.4,4.45
1.02,"Very Good","F","VS2",61.8,57,6047,6.4,6.44,3.97
0.75,"Ideal","I","SI1",61.5,58,2383,5.82,5.86,3.59
0.39,"Very Good","H","VVS2",62.1,58,855,4.63,4.65,2.88
0.31,"Ideal","E","VS2",61.9,55,680,4.34,4.38,2.7
